epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,22471.9,0.60334,2.43101,0.21531,0.36799,1.05715,0.97531,0.98207,0.99152,0.91291,0.88951,0.86181,0.88637,0.76032,0.51118,1.64758,0.03999,0.24719,0.9535,0.00406,0.00406,0.00406
122,22658.1,0.59763,2.42792,0.21703,0.36407,1.05511,0.97569,0.98143,0.99154,0.91312,0.89005,0.86258,0.88689,0.76118,0.51083,1.64459,0.03988,0.2468,0.95323,0.0040105,0.0040105,0.0040105
123,22843.4,0.59912,2.41963,0.21629,0.36455,1.05632,0.9761,0.98092,0.99154,0.91328,0.88999,0.86283,0.88708,0.76157,0.5102,1.64212,0.03976,0.24637,0.9527,0.003961,0.003961,0.003961
124,23028.8,0.59802,2.39659,0.21274,0.36387,1.05384,0.97574,0.9813,0.99156,0.91388,0.89025,0.86328,0.8873,0.76192,0.50956,1.6376,0.0397,0.24594,0.95224,0.0039115,0.0039115,0.0039115
125,23214.9,0.59773,2.40998,0.21502,0.36386,1.05375,0.97523,0.98194,0.99156,0.91368,0.89001,0.86329,0.88755,0.76241,0.50905,1.63426,0.03958,0.24579,0.95178,0.003862,0.003862,0.003862
126,23399.6,0.59394,2.37322,0.21301,0.36143,1.05157,0.97531,0.98169,0.99156,0.91406,0.89127,0.86295,0.89007,0.76322,0.50867,1.63163,0.03954,0.24545,0.95142,0.0038125,0.0038125,0.0038125
127,23586.4,0.58945,2.36688,0.21332,0.3595,1.05186,0.97532,0.98207,0.99158,0.91473,0.89306,0.86219,0.89086,0.76391,0.50841,1.62962,0.03946,0.24476,0.95105,0.003763,0.003763,0.003763
128,23773,0.59048,2.37005,0.21289,0.36126,1.05187,0.97543,0.98151,0.99158,0.91482,0.89281,0.86195,0.89056,0.76417,0.50812,1.62794,0.0394,0.24424,0.95085,0.0037135,0.0037135,0.0037135
129,23959,0.58898,2.36887,0.21179,0.36103,1.04907,0.97485,0.9822,0.99158,0.91462,0.89081,0.86245,0.89027,0.76476,0.5075,1.62525,0.03927,0.24409,0.9503,0.003664,0.003664,0.003664
130,24145.7,0.59076,2.3625,0.21397,0.35765,1.05111,0.97485,0.98282,0.99159,0.91511,0.89174,0.86386,0.89171,0.76564,0.50713,1.62318,0.03915,0.24375,0.94996,0.0036145,0.0036145,0.0036145
131,24332.9,0.58824,2.3492,0.21136,0.35691,1.0497,0.97521,0.98255,0.99161,0.91521,0.89119,0.86431,0.89186,0.76608,0.50681,1.62016,0.03905,0.24351,0.9497,0.003565,0.003565,0.003565
132,24518.9,0.59018,2.33071,0.21162,0.35644,1.04986,0.9752,0.98233,0.99161,0.91527,0.89186,0.86511,0.89289,0.76679,0.50648,1.61775,0.0389,0.24345,0.94945,0.0035155,0.0035155,0.0035155
133,24704.8,0.57816,2.29445,0.21042,0.3541,1.0429,0.97605,0.98169,0.99166,0.91537,0.89184,0.86592,0.89318,0.76716,0.50615,1.61477,0.03874,0.24319,0.94915,0.003466,0.003466,0.003466
134,24890.1,0.58863,2.31831,0.21159,0.35813,1.04931,0.9763,0.98138,0.99166,0.91567,0.89185,0.86604,0.89342,0.76754,0.50555,1.61191,0.03866,0.24295,0.94875,0.0034165,0.0034165,0.0034165
135,25075.9,0.58641,2.33799,0.2091,0.35445,1.04894,0.97642,0.98131,0.99166,0.91593,0.89189,0.86644,0.89368,0.76784,0.505,1.60994,0.03864,0.24289,0.94837,0.003367,0.003367,0.003367
136,25268.8,0.58897,2.34423,0.21063,0.36054,1.05059,0.97678,0.98143,0.99167,0.91598,0.89183,0.86691,0.89404,0.76815,0.50446,1.60688,0.03858,0.24241,0.94802,0.0033175,0.0033175,0.0033175
137,25453.8,0.581,2.29375,0.20939,0.35579,1.04824,0.97668,0.98154,0.99167,0.91618,0.89233,0.86796,0.89488,0.76892,0.504,1.60338,0.03841,0.24201,0.9477,0.003268,0.003268,0.003268
138,25644.5,0.58142,2.29582,0.21025,0.35376,1.04685,0.97643,0.9817,0.99169,0.9162,0.89323,0.86719,0.89487,0.76977,0.50334,1.60055,0.0383,0.24166,0.94723,0.0032185,0.0032185,0.0032185
139,25835.2,0.58081,2.29994,0.20985,0.35512,1.04634,0.97668,0.98165,0.9917,0.91627,0.89332,0.86762,0.89505,0.77039,0.50297,1.59622,0.03819,0.24135,0.947,0.003169,0.003169,0.003169
140,26026.4,0.57915,2.26136,0.20813,0.3529,1.04566,0.9768,0.98158,0.9917,0.91637,0.89334,0.86808,0.89519,0.7706,0.50233,1.59338,0.03808,0.24093,0.9466,0.0031195,0.0031195,0.0031195
141,26223,0.58093,2.27562,0.20795,0.35364,1.04669,0.97609,0.98207,0.99171,0.9165,0.89388,0.86841,0.89569,0.77134,0.50161,1.59021,0.03795,0.24057,0.94601,0.00307,0.00307,0.00307
142,26419.9,0.57974,2.26421,0.20849,0.35193,1.04671,0.97607,0.98207,0.99169,0.91688,0.89373,0.86821,0.89594,0.77241,0.50111,1.58719,0.03782,0.24,0.94561,0.0030205,0.0030205,0.0030205
143,26610.8,0.57646,2.25519,0.20783,0.34792,1.0441,0.97617,0.98207,0.99173,0.91697,0.89477,0.86783,0.89612,0.77266,0.50076,1.58434,0.03779,0.23972,0.94536,0.002971,0.002971,0.002971
144,26807.2,0.57778,2.25183,0.20684,0.35094,1.04557,0.97656,0.98187,0.99175,0.91709,0.89485,0.86872,0.89634,0.77296,0.50038,1.58246,0.03773,0.23952,0.94506,0.0029215,0.0029215,0.0029215
145,26998.5,0.57527,2.23651,0.20693,0.34688,1.04281,0.97682,0.98233,0.99192,0.91726,0.89213,0.87116,0.89645,0.77318,0.50019,1.58085,0.03769,0.23906,0.94484,0.002872,0.002872,0.002872
146,27191.8,0.57457,2.23589,0.20624,0.34631,1.04362,0.97756,0.98214,0.99198,0.9173,0.89298,0.87199,0.89708,0.7739,0.49978,1.57814,0.03761,0.23892,0.94448,0.0028225,0.0028225,0.0028225
147,27385.1,0.5727,2.23964,0.20556,0.34813,1.04356,0.97752,0.98207,0.99199,0.91751,0.89377,0.8718,0.89744,0.77436,0.4991,1.57497,0.03751,0.23855,0.94393,0.002773,0.002773,0.002773
148,27579.9,0.57054,2.21503,0.20649,0.34627,1.04224,0.9779,0.98181,0.992,0.91786,0.8929,0.8724,0.89755,0.77482,0.49873,1.57197,0.03745,0.23829,0.94362,0.0027235,0.0027235,0.0027235
149,27773.1,0.57032,2.22168,0.20467,0.34585,1.03821,0.97774,0.9822,0.99202,0.9181,0.89349,0.87269,0.89801,0.77539,0.49851,1.56845,0.0374,0.23827,0.94339,0.002674,0.002674,0.002674
150,27964.7,0.56985,2.19616,0.20409,0.34512,1.03975,0.97756,0.98205,0.99203,0.91825,0.89311,0.87257,0.89811,0.77586,0.49791,1.5656,0.03735,0.23763,0.94296,0.0026245,0.0026245,0.0026245
151,28150.6,0.56813,2.19594,0.20499,0.34291,1.04107,0.97728,0.98284,0.99203,0.91827,0.89397,0.87346,0.89852,0.77649,0.49756,1.56216,0.03726,0.23745,0.94265,0.002575,0.002575,0.002575
152,28335.7,0.56879,2.17283,0.20328,0.34111,1.03954,0.97721,0.98299,0.99206,0.91857,0.89458,0.87231,0.89827,0.77693,0.49698,1.55897,0.03719,0.23704,0.94221,0.0025255,0.0025255,0.0025255
153,28520.6,0.56284,2.16372,0.20323,0.34059,1.03849,0.97733,0.98284,0.99208,0.91888,0.89459,0.87284,0.89845,0.77734,0.49665,1.55589,0.03709,0.23674,0.942,0.002476,0.002476,0.002476
154,28705.3,0.56304,2.15403,0.20332,0.34066,1.03682,0.97779,0.98284,0.99215,0.91918,0.89523,0.87359,0.89929,0.77767,0.49605,1.55294,0.03699,0.23648,0.94165,0.0024265,0.0024265,0.0024265
155,28892.8,0.56225,2.15816,0.20235,0.34083,1.03782,0.97783,0.98299,0.99216,0.91926,0.89544,0.87414,0.89977,0.7785,0.4954,1.54982,0.03691,0.23625,0.94117,0.002377,0.002377,0.002377
156,29077.9,0.56635,2.17344,0.2018,0.34244,1.03908,0.97779,0.98258,0.99216,0.91911,0.89651,0.87449,0.89988,0.77884,0.49475,1.54831,0.03683,0.23598,0.94072,0.0023275,0.0023275,0.0023275
157,29264,0.55877,2.11397,0.20116,0.33455,1.03469,0.97775,0.98271,0.99218,0.91921,0.89536,0.87564,0.89995,0.77936,0.49409,1.54569,0.03674,0.23565,0.94028,0.002278,0.002278,0.002278
158,29449.4,0.56251,2.11981,0.20167,0.33907,1.03526,0.97757,0.98259,0.99205,0.91963,0.89564,0.87605,0.90009,0.77971,0.49347,1.54247,0.03666,0.23536,0.93992,0.0022285,0.0022285,0.0022285
159,29634.7,0.56131,2.12983,0.20091,0.34098,1.03604,0.97845,0.98233,0.99205,0.91982,0.89652,0.87641,0.9027,0.78031,0.49286,1.53976,0.03656,0.23511,0.93947,0.002179,0.002179,0.002179
160,29819.9,0.55874,2.11849,0.19939,0.3348,1.03533,0.97955,0.9816,0.99207,0.92001,0.89689,0.87674,0.90342,0.78068,0.49219,1.5363,0.03654,0.23475,0.93906,0.0021295,0.0021295,0.0021295
161,30005.1,0.55947,2.12303,0.19984,0.33693,1.03583,0.97953,0.9813,0.99207,0.92018,0.8977,0.87777,0.90428,0.78131,0.49158,1.53203,0.03653,0.23445,0.93867,0.00208,0.00208,0.00208
162,30190.7,0.55674,2.09408,0.19929,0.33444,1.03332,0.97967,0.98123,0.99209,0.92031,0.8999,0.87769,0.90471,0.78183,0.49066,1.52801,0.03643,0.23453,0.93793,0.0020305,0.0020305,0.0020305
163,30376.7,0.55258,2.06532,0.19747,0.33151,1.03047,0.97918,0.9819,0.99209,0.92038,0.9004,0.87795,0.90478,0.78203,0.4898,1.52495,0.03636,0.23427,0.93738,0.001981,0.001981,0.001981
164,30561.7,0.55354,2.08521,0.19764,0.3333,1.03169,0.97843,0.98284,0.99226,0.92061,0.90044,0.87798,0.90492,0.78207,0.48927,1.52211,0.03626,0.23399,0.937,0.0019315,0.0019315,0.0019315
165,30747,0.55351,2.07605,0.19992,0.33292,1.03274,0.97808,0.98274,0.99211,0.92068,0.90091,0.87802,0.90505,0.78241,0.48858,1.51805,0.03619,0.23368,0.93652,0.001882,0.001882,0.001882
166,30932,0.54599,2.05607,0.19732,0.32739,1.02879,0.97838,0.98284,0.99227,0.92081,0.90104,0.87805,0.90525,0.78309,0.48806,1.51451,0.0361,0.23338,0.93614,0.0018325,0.0018325,0.0018325
167,31117.3,0.54535,2.03504,0.19782,0.32905,1.02957,0.97841,0.98284,0.99229,0.92091,0.90139,0.8791,0.9056,0.78348,0.48726,1.51115,0.03605,0.23321,0.93547,0.001783,0.001783,0.001783
168,31302.8,0.54451,2.01555,0.19427,0.32765,1.02689,0.98006,0.98201,0.9923,0.92122,0.90134,0.87875,0.90559,0.78369,0.48666,1.50818,0.03596,0.23281,0.93504,0.0017335,0.0017335,0.0017335
169,31488.2,0.54492,2.03064,0.19675,0.32681,1.02668,0.97992,0.98233,0.99231,0.92138,0.90091,0.87884,0.90548,0.78402,0.48615,1.50509,0.03587,0.23254,0.93465,0.001684,0.001684,0.001684
170,31673.6,0.54266,1.9918,0.19519,0.3239,1.02618,0.97969,0.98215,0.99232,0.92182,0.90155,0.87961,0.90601,0.78434,0.48559,1.50181,0.03579,0.23221,0.93428,0.0016345,0.0016345,0.0016345
171,31859,0.54521,2.02724,0.19717,0.32911,1.02852,0.98034,0.98156,0.99234,0.92185,0.90149,0.87999,0.90618,0.78458,0.485,1.49829,0.03576,0.23198,0.9338,0.001585,0.001585,0.001585
172,32045.3,0.54619,2.01111,0.19627,0.32683,1.02965,0.98023,0.98143,0.99237,0.92198,0.90282,0.88047,0.90663,0.78527,0.48429,1.49469,0.03573,0.2315,0.93332,0.0015355,0.0015355,0.0015355
173,32229.9,0.53342,1.96093,0.19417,0.31913,1.02153,0.97993,0.98175,0.99238,0.92212,0.90296,0.88064,0.90673,0.78623,0.48367,1.49206,0.03562,0.23136,0.9329,0.001486,0.001486,0.001486
174,32416.6,0.5356,1.98259,0.19459,0.32123,1.02376,0.97956,0.98199,0.99237,0.92214,0.90346,0.88089,0.90709,0.78699,0.48303,1.48885,0.03552,0.23101,0.93239,0.0014365,0.0014365,0.0014365
175,32602.3,0.53881,1.9672,0.19324,0.32201,1.02601,0.97955,0.98165,0.99238,0.92237,0.90387,0.88147,0.90734,0.78753,0.48249,1.48545,0.03541,0.23063,0.93201,0.001387,0.001387,0.001387
176,32787.4,0.53703,1.95899,0.19484,0.32209,1.02714,0.97955,0.98164,0.99238,0.92239,0.90402,0.88179,0.90747,0.7879,0.48216,1.48245,0.03531,0.23043,0.93175,0.0013375,0.0013375,0.0013375
177,32972,0.53294,1.93943,0.19308,0.32092,1.02296,0.97945,0.98283,0.99237,0.9225,0.90492,0.88251,0.90781,0.78821,0.48176,1.47942,0.03518,0.22997,0.93149,0.001288,0.001288,0.001288
178,33158.2,0.53239,1.94979,0.1932,0.32074,1.02409,0.97943,0.98166,0.99239,0.92256,0.9052,0.88294,0.90823,0.78872,0.48128,1.47729,0.03505,0.22961,0.93117,0.0012385,0.0012385,0.0012385
179,33343.7,0.52938,1.9351,0.19294,0.31913,1.02198,0.97948,0.98169,0.99238,0.92271,0.90572,0.88345,0.90843,0.7891,0.48085,1.47486,0.03495,0.22924,0.93078,0.001189,0.001189,0.001189
180,33529.3,0.53009,1.92942,0.19298,0.31544,1.02016,0.97968,0.9818,0.99239,0.92288,0.90582,0.88371,0.90864,0.7893,0.48037,1.47144,0.03485,0.2291,0.93041,0.0011395,0.0011395,0.0011395
181,33715.8,0.52642,1.91227,0.1925,0.31459,1.02055,0.9793,0.98173,0.99222,0.92294,0.90654,0.88422,0.90907,0.78951,0.47972,1.46877,0.03472,0.22891,0.92994,0.00109,0.00109,0.00109
182,33900.8,0.52601,1.89621,0.19253,0.3144,1.01951,0.97931,0.98223,0.99237,0.92307,0.9068,0.88473,0.90918,0.79019,0.47916,1.46592,0.03466,0.22848,0.92953,0.0010405,0.0010405,0.0010405
183,34085.5,0.52065,1.87513,0.18999,0.31164,1.01714,0.97932,0.98236,0.99241,0.92322,0.90793,0.88601,0.90988,0.79071,0.47862,1.46331,0.0346,0.22814,0.92915,0.000991,0.000991,0.000991
184,34270.3,0.52284,1.8896,0.19255,0.31051,1.01677,0.97931,0.98223,0.99244,0.92367,0.90768,0.88589,0.9099,0.79102,0.478,1.46058,0.0345,0.22774,0.92873,0.0009415,0.0009415,0.0009415
185,34454.7,0.52508,1.8905,0.18888,0.31419,1.01931,0.97925,0.98309,0.99245,0.92376,0.90854,0.88717,0.9131,0.79159,0.47752,1.4573,0.03446,0.22732,0.92839,0.000892,0.000892,0.000892
186,34638.4,0.52574,1.87665,0.19102,0.31302,1.02136,0.979,0.98348,0.99245,0.92386,0.90844,0.88781,0.91384,0.79209,0.47681,1.4538,0.03435,0.22689,0.92788,0.0008425,0.0008425,0.0008425
187,34822.2,0.52418,1.86861,0.1892,0.31195,1.02076,0.97957,0.98273,0.99247,0.92389,0.90859,0.88855,0.91422,0.79239,0.47617,1.45065,0.03425,0.22649,0.92742,0.000793,0.000793,0.000793
188,35006.1,0.5228,1.87027,0.18934,0.31325,1.01828,0.97959,0.98329,0.99245,0.9241,0.909,0.8887,0.91434,0.79284,0.47561,1.44773,0.03416,0.22622,0.92696,0.0007435,0.0007435,0.0007435
189,35192.1,0.5162,1.82586,0.1885,0.30473,1.01477,0.97988,0.98297,0.99246,0.92419,0.90911,0.88896,0.91442,0.79315,0.47519,1.44491,0.03407,0.22574,0.92669,0.000694,0.000694,0.000694
190,35377.6,0.51503,1.82462,0.18903,0.30852,1.01356,0.97984,0.98333,0.99247,0.92428,0.90937,0.88931,0.91466,0.79348,0.47459,1.44265,0.03397,0.22534,0.92628,0.0006445,0.0006445,0.0006445
191,35579.1,0.41382,1.31379,0.0598,0.21947,0.95045,0.98008,0.98325,0.99247,0.92444,0.90935,0.88998,0.91506,0.79362,0.47394,1.4397,0.0337,0.22507,0.92586,0.000595,0.000595,0.000595
192,35759.9,0.40297,1.28071,0.05617,0.21441,0.94288,0.97996,0.98321,0.99248,0.92451,0.90903,0.89068,0.91511,0.79371,0.47306,1.43683,0.03338,0.22489,0.92519,0.0005455,0.0005455,0.0005455
193,35942.6,0.3989,1.26279,0.05589,0.2102,0.94033,0.97954,0.98309,0.99249,0.92463,0.90971,0.89139,0.91549,0.79415,0.47236,1.43298,0.03305,0.22446,0.92468,0.000496,0.000496,0.000496
194,36125.6,0.39818,1.24734,0.05453,0.21047,0.94114,0.9792,0.98294,0.99235,0.92499,0.91008,0.89181,0.91608,0.79446,0.47159,1.43,0.03273,0.22378,0.92425,0.0004465,0.0004465,0.0004465
195,36308.1,0.39405,1.22945,0.05423,0.20679,0.9386,0.97958,0.98293,0.99252,0.92511,0.90962,0.89193,0.91592,0.79456,0.47073,1.42642,0.03239,0.22343,0.92369,0.000397,0.000397,0.000397
196,36490.7,0.39213,1.22028,0.05453,0.2066,0.93722,0.98031,0.98258,0.99255,0.92533,0.91021,0.89267,0.91631,0.79557,0.46985,1.42254,0.03206,0.22313,0.92304,0.0003475,0.0003475,0.0003475
197,36672.4,0.39098,1.21219,0.05377,0.2042,0.93837,0.98004,0.98245,0.99241,0.9255,0.91055,0.89309,0.91666,0.79614,0.46918,1.41845,0.03173,0.22262,0.92262,0.000298,0.000298,0.000298
198,36854.9,0.38744,1.19387,0.05336,0.20342,0.93616,0.98003,0.98245,0.99242,0.92538,0.91158,0.89393,0.91711,0.79688,0.46859,1.41426,0.03137,0.22224,0.92219,0.0002485,0.0002485,0.0002485
199,37037.4,0.38682,1.18811,0.05212,0.20184,0.93267,0.98118,0.9818,0.99244,0.92568,0.91302,0.89383,0.91734,0.79753,0.46787,1.41022,0.03102,0.22211,0.9217,0.000199,0.000199,0.000199
200,37219.6,0.38227,1.17661,0.0525,0.19981,0.93336,0.98069,0.98181,0.99245,0.92574,0.9133,0.89395,0.91749,0.79809,0.46715,1.40631,0.03069,0.22184,0.92119,0.0001495,0.0001495,0.0001495
